,gene1,gene2,Both mutated,Gene 1 Mutated,Gene 2 Mutated,Niether mutated,Odds ratio,P value
1799,ALK,STAT3,1,0,1,122,inf,0.016129032258064516
1800,ALK,BCOR,0,1,5,118,0.0,1.0
1801,ALK,STX11,0,1,4,119,0.0,1.0
1802,ALK,CDKN2B,0,1,2,121,0.0,1.0
1803,ALK,NF1,0,1,6,117,0.0,1.0
1804,ALK,BCL6,0,1,3,120,0.0,1.0
1805,ALK,NOTCH1,0,1,3,120,0.0,1.0
1806,ALK,ALK,1,0,0,123,inf,0.008064516129032258
1807,ALK,MEF2BNB-MEFB,0,1,2,121,0.0,1.0
1808,ALK,CARD11,0,1,5,118,0.0,1.0
1809,ALK,CD58,0,1,1,122,0.0,1.0
1810,ALK,SF3B1,0,1,1,122,0.0,1.0
1811,ALK,PPM1D,0,1,4,119,0.0,1.0
1812,ALK,IGHG3-CCND1,0,1,1,122,0.0,1.0
1813,ALK,SH2B3,0,1,3,120,0.0,1.0
1814,ALK,CIITA,0,1,3,120,0.0,1.0
1815,ALK,BCL2,0,1,2,121,0.0,1.0
1816,ALK,PTPN11,0,1,1,122,0.0,1.0
1817,ALK,KMT2A,0,1,4,119,0.0,1.0
1818,ALK,ITK,0,1,4,119,0.0,1.0
1819,ALK,PAX5,0,1,2,121,0.0,1.0
1820,ALK,ATM,0,1,3,120,0.0,1.0
1821,ALK,CD83,0,1,2,121,0.0,1.0
1822,ALK,CCND1,0,1,1,122,0.0,1.0
1823,ALK,PD-1,0,1,2,121,0.0,1.0
1824,ALK,GNA13,0,1,1,122,0.0,1.0
1825,ALK,EZH2,0,1,1,122,0.0,1.0
1826,ALK,BCR,0,1,3,120,0.0,1.0
1827,ALK,ID3,0,1,2,121,0.0,1.0
1828,ALK,KIT,0,1,2,121,0.0,1.0
1829,ALK,PIK3CD,0,1,1,122,0.0,1.0
1830,ALK,MYC,0,1,2,121,0.0,1.0
1831,ALK,IL7R,0,1,1,122,0.0,1.0
1832,ALK,ZRSR2,0,1,4,119,0.0,1.0
1833,ALK,NOTCH2,0,1,2,121,0.0,1.0
1834,ALK,IRF8,0,1,4,119,0.0,1.0
1835,ALK,TP53 gene,0,1,7,116,0.0,1.0
1836,ALK,KRAS,0,1,8,115,0.0,1.0
1837,ALK,NRAS,0,1,7,116,0.0,1.0
1838,ALK,PDL2,0,1,5,118,0.0,1.0
1839,ALK,BRAF,0,1,2,121,0.0,1.0
1840,ALK,EGR1,0,1,5,118,0.0,1.0
1841,ALK,TET2,1,0,20,103,inf,0.16935483870967744
1842,ALK,DNMT3A,0,1,12,111,0.0,1.0
1843,ALK,ARID1A,1,0,3,120,inf,0.032258064516129024
1844,ALK,SETD2,0,1,9,114,0.0,1.0
1845,ALK,JAK1,0,1,5,118,0.0,1.0
1846,ALK,CSF3R,0,1,6,117,0.0,1.0
1847,ALK,TNFAIP3,0,1,6,117,0.0,1.0
1848,ALK,JAK3,0,1,3,120,0.0,1.0
1849,ALK,IRF4,0,1,1,122,0.0,1.0
1850,ALK,ABL1,0,1,2,121,0.0,1.0
1851,ALK,IGHJ6-CCND1,0,1,2,121,0.0,1.0
1852,ALK,FBXW7,0,1,4,119,0.0,1.0
1853,ALK,IDH2,0,1,1,122,0.0,1.0
1854,ALK,SRSF2,0,1,2,121,0.0,1.0
1855,ALK,TNFRSF1B,0,1,1,122,0.0,1.0
1856,ALK,SOCS1,0,1,1,122,0.0,1.0
1857,ALK,EPOR,0,1,1,122,0.0,1.0
1858,ALK,RAD21,0,1,1,122,0.0,1.0
1859,ALK,TNFRSF14,0,1,1,122,0.0,1.0
1860,ALK,PIM1,0,1,1,122,0.0,1.0
1861,ALK,POT1,0,1,1,122,0.0,1.0
1862,ALK,NFKBIE,0,1,1,122,0.0,1.0
1863,ALK,PTEN,0,1,1,122,0.0,1.0
1864,ALK,CD274/PD-1,0,1,1,122,0.0,1.0
1865,ALK,PHF6,0,1,1,122,0.0,1.0
1866,ALK,RPS15,0,1,1,122,0.0,1.0
1867,ALK,CXCR4,0,1,1,122,0.0,1.0
1868,ALK,KLF2,0,1,1,122,0.0,1.0
1869,ALK,MYD88,0,1,1,122,0.0,1.0
1870,MEF2BNB-MEFB,ASXL1,1,1,6,116,19.333333333333332,0.11014948859166011
1871,MEF2BNB-MEFB,PIK3CA,0,2,2,120,0.0,1.0
1872,MEF2BNB-MEFB,FOXO1,0,2,3,119,0.0,1.0
1873,MEF2BNB-MEFB,CALR,0,2,2,120,0.0,1.0
1874,MEF2BNB-MEFB,JAK2,0,2,3,119,0.0,1.0
1875,MEF2BNB-MEFB,SGK1,0,2,3,119,0.0,1.0
1876,MEF2BNB-MEFB,FGFR3,0,2,1,121,0.0,1.0
1877,MEF2BNB-MEFB,PRDM1,0,2,4,118,0.0,1.0
1878,MEF2BNB-MEFB,CREBBP,1,1,3,119,39.666666666666664,0.06372934697088907
1879,MEF2BNB-MEFB,RUNX1,0,2,3,119,0.0,1.0
1880,MEF2BNB-MEFB,NFKB2-B2M,0,2,1,121,0.0,1.0
1881,MEF2BNB-MEFB,IKZF3,0,2,1,121,0.0,1.0
1882,MEF2BNB-MEFB,EP300,1,1,9,113,12.555555555555555,0.15538945712037763
1883,MEF2BNB-MEFB,MTOR,1,1,0,122,inf,0.016129032258064516
1884,MEF2BNB-MEFB,STAT3,0,2,2,120,0.0,1.0
1885,MEF2BNB-MEFB,BCOR,0,2,5,117,0.0,1.0
1886,MEF2BNB-MEFB,STX11,0,2,4,118,0.0,1.0
1887,MEF2BNB-MEFB,CDKN2B,0,2,2,120,0.0,1.0
1888,MEF2BNB-MEFB,NF1,0,2,6,116,0.0,1.0
1889,MEF2BNB-MEFB,BCL6,1,1,2,120,60.0,0.04799370574350905
1890,MEF2BNB-MEFB,NOTCH1,1,1,2,120,60.0,0.04799370574350905
1891,MEF2BNB-MEFB,ALK,0,2,1,121,0.0,1.0
1892,MEF2BNB-MEFB,MEF2BNB-MEFB,2,0,0,122,inf,0.00013113034356150013
1893,MEF2BNB-MEFB,CARD11,0,2,5,117,0.0,1.0
1894,MEF2BNB-MEFB,CD58,0,2,1,121,0.0,1.0
1895,MEF2BNB-MEFB,SF3B1,0,2,1,121,0.0,1.0
1896,MEF2BNB-MEFB,PPM1D,0,2,4,118,0.0,1.0
1897,MEF2BNB-MEFB,IGHG3-CCND1,0,2,1,121,0.0,1.0
1898,MEF2BNB-MEFB,SH2B3,0,2,3,119,0.0,1.0
1899,MEF2BNB-MEFB,CIITA,0,2,3,119,0.0,1.0
1900,MEF2BNB-MEFB,BCL2,0,2,2,120,0.0,1.0
1901,MEF2BNB-MEFB,PTPN11,0,2,1,121,0.0,1.0
1902,MEF2BNB-MEFB,KMT2A,0,2,4,118,0.0,1.0
1903,MEF2BNB-MEFB,ITK,0,2,4,118,0.0,1.0
1904,MEF2BNB-MEFB,PAX5,0,2,2,120,0.0,1.0
1905,MEF2BNB-MEFB,ATM,0,2,3,119,0.0,1.0
1906,MEF2BNB-MEFB,CD83,0,2,2,120,0.0,1.0
1907,MEF2BNB-MEFB,CCND1,0,2,1,121,0.0,1.0
1908,MEF2BNB-MEFB,PD-1,0,2,2,120,0.0,1.0
1909,MEF2BNB-MEFB,GNA13,0,2,1,121,0.0,1.0
1910,MEF2BNB-MEFB,EZH2,0,2,1,121,0.0,1.0
1911,MEF2BNB-MEFB,BCR,0,2,3,119,0.0,1.0
1912,MEF2BNB-MEFB,ID3,0,2,2,120,0.0,1.0
1913,MEF2BNB-MEFB,KIT,0,2,2,120,0.0,1.0
1914,MEF2BNB-MEFB,PIK3CD,0,2,1,121,0.0,1.0
1915,MEF2BNB-MEFB,MYC,0,2,2,120,0.0,1.0
1916,MEF2BNB-MEFB,IL7R,0,2,1,121,0.0,1.0
1917,MEF2BNB-MEFB,ZRSR2,0,2,4,118,0.0,1.0
1918,MEF2BNB-MEFB,NOTCH2,0,2,2,120,0.0,1.0
1919,MEF2BNB-MEFB,IRF8,0,2,4,118,0.0,1.0
1920,MEF2BNB-MEFB,TP53 gene,1,1,6,116,19.333333333333332,0.11014948859166011
1921,MEF2BNB-MEFB,KRAS,0,2,8,114,0.0,1.0
1922,MEF2BNB-MEFB,NRAS,0,2,7,115,0.0,1.0
1923,MEF2BNB-MEFB,PDL2,0,2,5,117,0.0,1.0
1924,MEF2BNB-MEFB,BRAF,0,2,2,120,0.0,1.0
1925,MEF2BNB-MEFB,EGR1,0,2,5,117,0.0,1.0
1926,MEF2BNB-MEFB,TET2,0,2,21,101,0.0,1.0
1927,MEF2BNB-MEFB,DNMT3A,0,2,12,110,0.0,1.0
1928,MEF2BNB-MEFB,ARID1A,0,2,4,118,0.0,1.0
1929,MEF2BNB-MEFB,SETD2,0,2,9,113,0.0,1.0
1930,MEF2BNB-MEFB,JAK1,0,2,5,117,0.0,1.0
1931,MEF2BNB-MEFB,CSF3R,0,2,6,116,0.0,1.0
1932,MEF2BNB-MEFB,TNFAIP3,0,2,6,116,0.0,1.0
1933,MEF2BNB-MEFB,JAK3,0,2,3,119,0.0,1.0
1934,MEF2BNB-MEFB,IRF4,0,2,1,121,0.0,1.0
1935,MEF2BNB-MEFB,ABL1,0,2,2,120,0.0,1.0
1936,MEF2BNB-MEFB,IGHJ6-CCND1,0,2,2,120,0.0,1.0
1937,MEF2BNB-MEFB,FBXW7,0,2,4,118,0.0,1.0
1938,MEF2BNB-MEFB,IDH2,0,2,1,121,0.0,1.0
1939,MEF2BNB-MEFB,SRSF2,0,2,2,120,0.0,1.0
1940,MEF2BNB-MEFB,TNFRSF1B,0,2,1,121,0.0,1.0
1941,MEF2BNB-MEFB,SOCS1,0,2,1,121,0.0,1.0
1942,MEF2BNB-MEFB,EPOR,0,2,1,121,0.0,1.0
1943,MEF2BNB-MEFB,RAD21,0,2,1,121,0.0,1.0
1944,MEF2BNB-MEFB,TNFRSF14,0,2,1,121,0.0,1.0
1945,MEF2BNB-MEFB,PIM1,0,2,1,121,0.0,1.0
1946,MEF2BNB-MEFB,POT1,0,2,1,121,0.0,1.0
1947,MEF2BNB-MEFB,NFKBIE,0,2,1,121,0.0,1.0
1948,MEF2BNB-MEFB,PTEN,0,2,1,121,0.0,1.0
1949,MEF2BNB-MEFB,CD274/PD-1,0,2,1,121,0.0,1.0
1950,MEF2BNB-MEFB,PHF6,0,2,1,121,0.0,1.0
1951,MEF2BNB-MEFB,RPS15,0,2,1,121,0.0,1.0
1952,MEF2BNB-MEFB,CXCR4,0,2,1,121,0.0,1.0
1953,MEF2BNB-MEFB,KLF2,0,2,1,121,0.0,1.0
1954,MEF2BNB-MEFB,MYD88,0,2,1,121,0.0,1.0
1955,CARD11,ASXL1,0,5,7,112,0.0,1.0
1956,CARD11,PIK3CA,0,5,2,117,0.0,1.0
1957,CARD11,FOXO1,0,5,3,116,0.0,1.0
1958,CARD11,CALR,0,5,2,117,0.0,1.0
1959,CARD11,JAK2,0,5,3,116,0.0,1.0
1960,CARD11,SGK1,0,5,3,116,0.0,1.0
1961,CARD11,FGFR3,0,5,1,118,0.0,1.0
1962,CARD11,PRDM1,0,5,4,115,0.0,1.0
1963,CARD11,CREBBP,0,5,4,115,0.0,1.0
1964,CARD11,RUNX1,0,5,3,116,0.0,1.0
1965,CARD11,NFKB2-B2M,0,5,1,118,0.0,1.0
1966,CARD11,IKZF3,0,5,1,118,0.0,1.0
1967,CARD11,EP300,0,5,10,109,0.0,1.0
1968,CARD11,MTOR,0,5,1,118,0.0,1.0
1969,CARD11,STAT3,0,5,2,117,0.0,1.0
1970,CARD11,BCOR,1,4,4,115,7.1875,0.1888196600858457
1971,CARD11,STX11,0,5,4,115,0.0,1.0
1972,CARD11,CDKN2B,0,5,2,117,0.0,1.0
1973,CARD11,NF1,0,5,6,113,0.0,1.0
1974,CARD11,BCL6,1,4,2,117,14.625,0.1170660767950884
1975,CARD11,NOTCH1,0,5,3,116,0.0,1.0
1976,CARD11,ALK,0,5,1,118,0.0,1.0
1977,CARD11,MEF2BNB-MEFB,0,5,2,117,0.0,1.0
1978,CARD11,CARD11,5,0,0,119,inf,4.441482982031572e-09
1979,CARD11,CD58,0,5,1,118,0.0,1.0
1980,CARD11,SF3B1,0,5,1,118,0.0,1.0
1981,CARD11,PPM1D,0,5,4,115,0.0,1.0
1982,CARD11,IGHG3-CCND1,0,5,1,118,0.0,1.0
1983,CARD11,SH2B3,0,5,3,116,0.0,1.0
1984,CARD11,CIITA,1,4,2,117,14.625,0.1170660767950884
1985,CARD11,BCL2,1,4,1,118,29.5,0.07933385785470758
1986,CARD11,PTPN11,0,5,1,118,0.0,1.0
1987,CARD11,KMT2A,0,5,4,115,0.0,1.0
1988,CARD11,ITK,0,5,4,115,0.0,1.0
1989,CARD11,PAX5,0,5,2,117,0.0,1.0
1990,CARD11,ATM,0,5,3,116,0.0,1.0
1991,CARD11,CD83,0,5,2,117,0.0,1.0
1992,CARD11,CCND1,0,5,1,118,0.0,1.0
1993,CARD11,PD-1,0,5,2,117,0.0,1.0
1994,CARD11,GNA13,0,5,1,118,0.0,1.0
1995,CARD11,EZH2,0,5,1,118,0.0,1.0
1996,CARD11,BCR,0,5,3,116,0.0,1.0
1997,CARD11,ID3,0,5,2,117,0.0,1.0
1998,CARD11,KIT,0,5,2,117,0.0,1.0
1999,CARD11,PIK3CD,0,5,1,118,0.0,1.0
2000,CARD11,MYC,0,5,2,117,0.0,1.0
2001,CARD11,IL7R,0,5,1,118,0.0,1.0
2002,CARD11,ZRSR2,2,3,2,117,39.0,0.007611458215967145
2003,CARD11,NOTCH2,0,5,2,117,0.0,1.0
2004,CARD11,IRF8,0,5,4,115,0.0,1.0
2005,CARD11,TP53 gene,0,5,7,112,0.0,1.0
2006,CARD11,KRAS,0,5,8,111,0.0,1.0
2007,CARD11,NRAS,0,5,7,112,0.0,1.0
2008,CARD11,PDL2,1,4,4,115,7.1875,0.1888196600858457
2009,CARD11,BRAF,0,5,2,117,0.0,1.0
2010,CARD11,EGR1,0,5,5,114,0.0,1.0
2011,CARD11,TET2,2,3,19,100,3.508771929824561,0.19880967900762914
2012,CARD11,DNMT3A,2,3,10,109,7.266666666666667,0.07313555516209937
2013,CARD11,ARID1A,0,5,4,115,0.0,1.0
2014,CARD11,SETD2,0,5,9,110,0.0,1.0
2015,CARD11,JAK1,0,5,5,114,0.0,1.0
2016,CARD11,CSF3R,0,5,6,113,0.0,1.0
2017,CARD11,TNFAIP3,1,4,5,114,5.7,0.22290286764526393
2018,CARD11,JAK3,0,5,3,116,0.0,1.0
2019,CARD11,IRF4,0,5,1,118,0.0,1.0
2020,CARD11,ABL1,0,5,2,117,0.0,1.0
2021,CARD11,IGHJ6-CCND1,0,5,2,117,0.0,1.0
2022,CARD11,FBXW7,0,5,4,115,0.0,1.0
2023,CARD11,IDH2,0,5,1,118,0.0,1.0
2024,CARD11,SRSF2,0,5,2,117,0.0,1.0
2025,CARD11,TNFRSF1B,0,5,1,118,0.0,1.0
2026,CARD11,SOCS1,0,5,1,118,0.0,1.0
2027,CARD11,EPOR,0,5,1,118,0.0,1.0
2028,CARD11,RAD21,0,5,1,118,0.0,1.0
2029,CARD11,TNFRSF14,0,5,1,118,0.0,1.0
2030,CARD11,PIM1,0,5,1,118,0.0,1.0
2031,CARD11,POT1,0,5,1,118,0.0,1.0
2032,CARD11,NFKBIE,0,5,1,118,0.0,1.0
2033,CARD11,PTEN,0,5,1,118,0.0,1.0
2034,CARD11,CD274/PD-1,0,5,1,118,0.0,1.0
2035,CARD11,PHF6,0,5,1,118,0.0,1.0
2036,CARD11,RPS15,0,5,1,118,0.0,1.0
2037,CARD11,CXCR4,0,5,1,118,0.0,1.0
2038,CARD11,KLF2,0,5,1,118,0.0,1.0
2039,CARD11,MYD88,0,5,1,118,0.0,1.0
2040,CD58,ASXL1,0,1,7,116,0.0,1.0
2041,CD58,PIK3CA,0,1,2,121,0.0,1.0
2042,CD58,FOXO1,0,1,3,120,0.0,1.0
2043,CD58,CALR,0,1,2,121,0.0,1.0
2044,CD58,JAK2,0,1,3,120,0.0,1.0
2045,CD58,SGK1,0,1,3,120,0.0,1.0
2046,CD58,FGFR3,0,1,1,122,0.0,1.0
2047,CD58,PRDM1,0,1,4,119,0.0,1.0
2048,CD58,CREBBP,0,1,4,119,0.0,1.0
2049,CD58,RUNX1,0,1,3,120,0.0,1.0
2050,CD58,NFKB2-B2M,0,1,1,122,0.0,1.0
2051,CD58,IKZF3,0,1,1,122,0.0,1.0
2052,CD58,EP300,0,1,10,113,0.0,1.0
2053,CD58,MTOR,0,1,1,122,0.0,1.0
2054,CD58,STAT3,0,1,2,121,0.0,1.0
2055,CD58,BCOR,0,1,5,118,0.0,1.0
2056,CD58,STX11,0,1,4,119,0.0,1.0
2057,CD58,CDKN2B,0,1,2,121,0.0,1.0
2058,CD58,NF1,0,1,6,117,0.0,1.0
2059,CD58,BCL6,0,1,3,120,0.0,1.0
2060,CD58,NOTCH1,0,1,3,120,0.0,1.0
2061,CD58,ALK,0,1,1,122,0.0,1.0
2062,CD58,MEF2BNB-MEFB,0,1,2,121,0.0,1.0
2063,CD58,CARD11,0,1,5,118,0.0,1.0
2064,CD58,CD58,1,0,0,123,inf,0.008064516129032258
2065,CD58,SF3B1,0,1,1,122,0.0,1.0
2066,CD58,PPM1D,0,1,4,119,0.0,1.0
2067,CD58,IGHG3-CCND1,0,1,1,122,0.0,1.0
2068,CD58,SH2B3,1,0,2,121,inf,0.02419354838709677
2069,CD58,CIITA,0,1,3,120,0.0,1.0
2070,CD58,BCL2,0,1,2,121,0.0,1.0
2071,CD58,PTPN11,0,1,1,122,0.0,1.0
2072,CD58,KMT2A,0,1,4,119,0.0,1.0
2073,CD58,ITK,0,1,4,119,0.0,1.0
2074,CD58,PAX5,0,1,2,121,0.0,1.0
2075,CD58,ATM,0,1,3,120,0.0,1.0
2076,CD58,CD83,0,1,2,121,0.0,1.0
2077,CD58,CCND1,0,1,1,122,0.0,1.0
2078,CD58,PD-1,0,1,2,121,0.0,1.0
2079,CD58,GNA13,0,1,1,122,0.0,1.0
2080,CD58,EZH2,0,1,1,122,0.0,1.0
2081,CD58,BCR,0,1,3,120,0.0,1.0
2082,CD58,ID3,0,1,2,121,0.0,1.0
2083,CD58,KIT,0,1,2,121,0.0,1.0
2084,CD58,PIK3CD,0,1,1,122,0.0,1.0
2085,CD58,MYC,0,1,2,121,0.0,1.0
2086,CD58,IL7R,0,1,1,122,0.0,1.0
2087,CD58,ZRSR2,0,1,4,119,0.0,1.0
2088,CD58,NOTCH2,0,1,2,121,0.0,1.0
2089,CD58,IRF8,0,1,4,119,0.0,1.0
2090,CD58,TP53 gene,0,1,7,116,0.0,1.0
2091,CD58,KRAS,0,1,8,115,0.0,1.0
2092,CD58,NRAS,0,1,7,116,0.0,1.0
2093,CD58,PDL2,0,1,5,118,0.0,1.0
2094,CD58,BRAF,0,1,2,121,0.0,1.0
2095,CD58,EGR1,0,1,5,118,0.0,1.0
2096,CD58,TET2,0,1,21,102,0.0,1.0
2097,CD58,DNMT3A,0,1,12,111,0.0,1.0
2098,CD58,ARID1A,0,1,4,119,0.0,1.0
2099,CD58,SETD2,0,1,9,114,0.0,1.0
2100,CD58,JAK1,0,1,5,118,0.0,1.0
2101,CD58,CSF3R,0,1,6,117,0.0,1.0
2102,CD58,TNFAIP3,0,1,6,117,0.0,1.0
2103,CD58,JAK3,0,1,3,120,0.0,1.0
2104,CD58,IRF4,0,1,1,122,0.0,1.0
2105,CD58,ABL1,0,1,2,121,0.0,1.0
2106,CD58,IGHJ6-CCND1,0,1,2,121,0.0,1.0
2107,CD58,FBXW7,0,1,4,119,0.0,1.0
2108,CD58,IDH2,0,1,1,122,0.0,1.0
2109,CD58,SRSF2,0,1,2,121,0.0,1.0
2110,CD58,TNFRSF1B,0,1,1,122,0.0,1.0
2111,CD58,SOCS1,0,1,1,122,0.0,1.0
2112,CD58,EPOR,0,1,1,122,0.0,1.0
2113,CD58,RAD21,0,1,1,122,0.0,1.0
2114,CD58,TNFRSF14,0,1,1,122,0.0,1.0
2115,CD58,PIM1,0,1,1,122,0.0,1.0
2116,CD58,POT1,0,1,1,122,0.0,1.0
2117,CD58,NFKBIE,0,1,1,122,0.0,1.0
2118,CD58,PTEN,0,1,1,122,0.0,1.0
2119,CD58,CD274/PD-1,0,1,1,122,0.0,1.0
2120,CD58,PHF6,0,1,1,122,0.0,1.0
2121,CD58,RPS15,0,1,1,122,0.0,1.0
2122,CD58,CXCR4,0,1,1,122,0.0,1.0
2123,CD58,KLF2,0,1,1,122,0.0,1.0
2124,CD58,MYD88,0,1,1,122,0.0,1.0
2125,SF3B1,ASXL1,0,1,7,116,0.0,1.0
2126,SF3B1,PIK3CA,0,1,2,121,0.0,1.0
2127,SF3B1,FOXO1,0,1,3,120,0.0,1.0
2128,SF3B1,CALR,0,1,2,121,0.0,1.0
2129,SF3B1,JAK2,0,1,3,120,0.0,1.0
2130,SF3B1,SGK1,0,1,3,120,0.0,1.0
2131,SF3B1,FGFR3,0,1,1,122,0.0,1.0
2132,SF3B1,PRDM1,0,1,4,119,0.0,1.0
2133,SF3B1,CREBBP,0,1,4,119,0.0,1.0
2134,SF3B1,RUNX1,0,1,3,120,0.0,1.0
2135,SF3B1,NFKB2-B2M,0,1,1,122,0.0,1.0
2136,SF3B1,IKZF3,0,1,1,122,0.0,1.0
2137,SF3B1,EP300,0,1,10,113,0.0,1.0
2138,SF3B1,MTOR,0,1,1,122,0.0,1.0
2139,SF3B1,STAT3,0,1,2,121,0.0,1.0
2140,SF3B1,BCOR,0,1,5,118,0.0,1.0
2141,SF3B1,STX11,0,1,4,119,0.0,1.0
2142,SF3B1,CDKN2B,0,1,2,121,0.0,1.0
2143,SF3B1,NF1,0,1,6,117,0.0,1.0
2144,SF3B1,BCL6,0,1,3,120,0.0,1.0
2145,SF3B1,NOTCH1,0,1,3,120,0.0,1.0
2146,SF3B1,ALK,0,1,1,122,0.0,1.0
2147,SF3B1,MEF2BNB-MEFB,0,1,2,121,0.0,1.0
2148,SF3B1,CARD11,0,1,5,118,0.0,1.0
2149,SF3B1,CD58,0,1,1,122,0.0,1.0
2150,SF3B1,SF3B1,1,0,0,123,inf,0.008064516129032258
2151,SF3B1,PPM1D,0,1,4,119,0.0,1.0
2152,SF3B1,IGHG3-CCND1,0,1,1,122,0.0,1.0
2153,SF3B1,SH2B3,0,1,3,120,0.0,1.0
2154,SF3B1,CIITA,0,1,3,120,0.0,1.0
2155,SF3B1,BCL2,0,1,2,121,0.0,1.0
2156,SF3B1,PTPN11,0,1,1,122,0.0,1.0
2157,SF3B1,KMT2A,0,1,4,119,0.0,1.0
2158,SF3B1,ITK,0,1,4,119,0.0,1.0
2159,SF3B1,PAX5,0,1,2,121,0.0,1.0
2160,SF3B1,ATM,0,1,3,120,0.0,1.0
2161,SF3B1,CD83,0,1,2,121,0.0,1.0
2162,SF3B1,CCND1,0,1,1,122,0.0,1.0
2163,SF3B1,PD-1,0,1,2,121,0.0,1.0
2164,SF3B1,GNA13,0,1,1,122,0.0,1.0
2165,SF3B1,EZH2,0,1,1,122,0.0,1.0
2166,SF3B1,BCR,0,1,3,120,0.0,1.0
2167,SF3B1,ID3,0,1,2,121,0.0,1.0
2168,SF3B1,KIT,0,1,2,121,0.0,1.0
2169,SF3B1,PIK3CD,0,1,1,122,0.0,1.0
2170,SF3B1,MYC,0,1,2,121,0.0,1.0
2171,SF3B1,IL7R,0,1,1,122,0.0,1.0
2172,SF3B1,ZRSR2,1,0,3,120,inf,0.032258064516129024
2173,SF3B1,NOTCH2,0,1,2,121,0.0,1.0
2174,SF3B1,IRF8,0,1,4,119,0.0,1.0
2175,SF3B1,TP53 gene,0,1,7,116,0.0,1.0
2176,SF3B1,KRAS,0,1,8,115,0.0,1.0
2177,SF3B1,NRAS,0,1,7,116,0.0,1.0
2178,SF3B1,PDL2,0,1,5,118,0.0,1.0
2179,SF3B1,BRAF,0,1,2,121,0.0,1.0
2180,SF3B1,EGR1,0,1,5,118,0.0,1.0
2181,SF3B1,TET2,1,0,20,103,inf,0.16935483870967744
2182,SF3B1,DNMT3A,0,1,12,111,0.0,1.0
2183,SF3B1,ARID1A,0,1,4,119,0.0,1.0
2184,SF3B1,SETD2,0,1,9,114,0.0,1.0
2185,SF3B1,JAK1,0,1,5,118,0.0,1.0
2186,SF3B1,CSF3R,1,0,5,118,inf,0.04838709677419354
2187,SF3B1,TNFAIP3,1,0,5,118,inf,0.04838709677419354
2188,SF3B1,JAK3,0,1,3,120,0.0,1.0
2189,SF3B1,IRF4,0,1,1,122,0.0,1.0
2190,SF3B1,ABL1,0,1,2,121,0.0,1.0
2191,SF3B1,IGHJ6-CCND1,0,1,2,121,0.0,1.0
2192,SF3B1,FBXW7,0,1,4,119,0.0,1.0
2193,SF3B1,IDH2,0,1,1,122,0.0,1.0
2194,SF3B1,SRSF2,0,1,2,121,0.0,1.0
2195,SF3B1,TNFRSF1B,0,1,1,122,0.0,1.0
2196,SF3B1,SOCS1,0,1,1,122,0.0,1.0
2197,SF3B1,EPOR,0,1,1,122,0.0,1.0
2198,SF3B1,RAD21,0,1,1,122,0.0,1.0
2199,SF3B1,TNFRSF14,0,1,1,122,0.0,1.0
2200,SF3B1,PIM1,0,1,1,122,0.0,1.0
2201,SF3B1,POT1,0,1,1,122,0.0,1.0
2202,SF3B1,NFKBIE,0,1,1,122,0.0,1.0
2203,SF3B1,PTEN,0,1,1,122,0.0,1.0
2204,SF3B1,CD274/PD-1,0,1,1,122,0.0,1.0
2205,SF3B1,PHF6,0,1,1,122,0.0,1.0
2206,SF3B1,RPS15,0,1,1,122,0.0,1.0
2207,SF3B1,CXCR4,0,1,1,122,0.0,1.0
2208,SF3B1,KLF2,0,1,1,122,0.0,1.0
2209,SF3B1,MYD88,0,1,1,122,0.0,1.0
2210,PPM1D,ASXL1,1,3,6,114,6.333333333333333,0.209731729808743
2211,PPM1D,PIK3CA,0,4,2,118,0.0,1.0
2212,PPM1D,FOXO1,0,4,3,117,0.0,1.0
2213,PPM1D,CALR,0,4,2,118,0.0,1.0
2214,PPM1D,JAK2,0,4,3,117,0.0,1.0
2215,PPM1D,SGK1,0,4,3,117,0.0,1.0
2216,PPM1D,FGFR3,0,4,1,119,0.0,1.0
2217,PPM1D,PRDM1,0,4,4,116,0.0,1.0
2218,PPM1D,CREBBP,0,4,4,116,0.0,1.0
2219,PPM1D,RUNX1,0,4,3,117,0.0,1.0
2220,PPM1D,NFKB2-B2M,0,4,1,119,0.0,1.0
2221,PPM1D,IKZF3,0,4,1,119,0.0,1.0
2222,PPM1D,EP300,0,4,10,110,0.0,1.0
2223,PPM1D,MTOR,0,4,1,119,0.0,1.0
2224,PPM1D,STAT3,1,3,1,119,39.666666666666664,0.06372934697088906
2225,PPM1D,BCOR,0,4,5,115,0.0,1.0
2226,PPM1D,STX11,0,4,4,116,0.0,1.0
2227,PPM1D,CDKN2B,0,4,2,118,0.0,1.0
2228,PPM1D,NF1,0,4,6,114,0.0,1.0
2229,PPM1D,BCL6,0,4,3,117,0.0,1.0
2230,PPM1D,NOTCH1,0,4,3,117,0.0,1.0
2231,PPM1D,ALK,0,4,1,119,0.0,1.0
2232,PPM1D,MEF2BNB-MEFB,0,4,2,118,0.0,1.0
2233,PPM1D,CARD11,0,4,5,115,0.0,1.0
2234,PPM1D,CD58,0,4,1,119,0.0,1.0
2235,PPM1D,SF3B1,0,4,1,119,0.0,1.0
2236,PPM1D,PPM1D,4,0,0,120,inf,1.0659559156875771e-07
2237,PPM1D,IGHG3-CCND1,0,4,1,119,0.0,1.0
2238,PPM1D,SH2B3,0,4,3,117,0.0,1.0
2239,PPM1D,CIITA,0,4,3,117,0.0,1.0
